ID Ally,Saldo_vencido,Dias_de_atraso,Campo 2,Segundos,Voz,Dia_Semana,Rango_Hora,Llamada_Contestada,Promesa_de_Pago,Intensidad,Prompt,Tipificaciones,date
433433335631,2380.34,77,Vencido,11,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433339339,1108.86,70,Vencido,33,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,5. Otro,02/01/2025
433433338898,1293.68,56,Vencido,4,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433333319,23764.61,126,Vencida_Agencia,4,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433333969,2777.58,83,Vencida_Agencia,26,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433334660,13110.86,66,Vencida_Agencia,4,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433334755,4166.4,126,Vencida_Agencia,12,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,5. Otro,02/01/2025
433433334975,3934.48,126,Vencida_Agencia,10,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433334044,5901.96,111,Vencida_Agencia,16,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,5. Otro,02/01/2025
433433335478,4080.91,96,Vencida_Agencia,6,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433335723,2539.53,83,Vencida_Agencia,5,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433338693,3010.27,77,Vencido,3,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433335488,3403.24,64,Vencido,2,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433333974,2900.6,46,Vencido,,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,5. Otro,02/01/2025
433433335260,1467.06,52,Vencida_Agencia,5,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433333319,23764.61,126,Vencida_Agencia,19,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,5. Otro,02/01/2025
433433333552,4163.46,126,Vencida_Agencia,25,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,5. Otro,02/01/2025
433433337514,2930.68,87,Vencida_Agencia,4,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433335190,3633.6,83,Vencida_Agencia,21,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,5. Otro,02/01/2025
433433334660,13110.86,66,Vencida_Agencia,5,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433334692,3934.48,126,Vencida_Agencia,6,Santiago,6. Sabado,3. Tarde,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433334083,3934.6,126,Vencida_Agencia,2,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433334110,3934.48,126,Vencida_Agencia,11,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433335364,2083.2,126,Vencida_Agencia,13,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433335723,2539.53,83,Vencida_Agencia,10,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433338693,3010.27,77,Vencido,,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433339339,1108.86,70,Vencido,16,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433335488,3403.24,64,Vencido,1,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433338674,2458.22,46,Vencido,12,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433333387,16592.77,112,Vencida_Agencia,4,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433336101,915.84,87,Vencida_Agencia,12,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433335190,3633.6,83,Vencida_Agencia,20,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433338999,4725.62,63,Vencida_Agencia,,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433338487,1293.68,80,Vencida_Agencia,5,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433334389,3797.38,126,Vencida_Agencia,36,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,5. Otro,02/01/2025
433433334735,4449.17,101,Vencida_Agencia,16,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433334755,4166.4,126,Vencida_Agencia,16,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,5. Otro,02/01/2025
433433334975,3934.48,126,Vencida_Agencia,6,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433334069,5993.09,97,Vencida_Agencia,3,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433334083,3934.6,126,Vencida_Agencia,4,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433338061,2028.04,28,Vencido,1,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433335763,1831.68,111,Vencida_Agencia,,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433337651,1465.32,87,Vencida_Agencia,28,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,5. Otro,02/01/2025
433433335190,3633.6,83,Vencida_Agencia,24,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433337085,924,73,Vencida_Agencia,2,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433337326,4068.61,73,Vencida_Agencia,11,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433337272,921.46,66,Vencida_Agencia,5,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Alto,2. Usuario colgo la llamada,02/01/2025
433433338083,397.31,7,Reactivo,235,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Default,5. Otro,02/01/2025
433433330686,281.64,7,Reactivo,13,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Default,2. Usuario colgo la llamada,02/01/2025
433433336098,267.2,4,Reactivo,33,Santiago,6. Sabado,2. Mediodia,1,1,Normal,Default,1. Promesa de pago,02/01/2025
433433339985,2381,16,Retrasado,5,Santiago,6. Sabado,2. Mediodia,1,0,Normal,Default,2. Usuario colgo la llamada,02/01/2025
433433336496,2671.87,80,Vencida_Agencia,9,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,5. Otro,31/01/2025
433433338061,2028.04,28,Vencido,,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433333387,16592.77,112,Vencida_Agencia,7,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433338693,3010.27,77,Vencido,22,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433339478,2052.76,46,Vencido,14,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433333907,3932.96,84,Vencida_Agencia,12,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433339339,1108.86,70,Vencido,1,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433337085,924,73,Vencida_Agencia,2,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433338397,1478.48,73,Vencida_Agencia,5,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433338698,3850.67,66,Vencida_Agencia,4,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433339145,1693.25,29,Vencido,16,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,5. Otro,31/01/2025
433433338674,2458.22,46,Vencido,12,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433334774,4166.4,111,Vencida_Agencia,7,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433334069,5993.09,97,Vencida_Agencia,,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433335478,4080.91,96,Vencida_Agencia,6,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433335538,1916.44,66,Vencida_Agencia,13,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433335763,1831.68,111,Vencida_Agencia,1,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433335723,2539.53,83,Vencida_Agencia,4,Santiago,5. Viernes,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433336496,2671.87,80,Vencida_Agencia,31,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,5. Otro,31/01/2025
433433338693,3010.27,77,Vencido,,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433336964,2727.18,70,Vencida_Agencia,8,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433334135,2907.03,73,Vencido,6,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433337324,915.84,87,Vencida_Agencia,15,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,5. Otro,31/01/2025
433433337514,2930.68,87,Vencida_Agencia,42,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,5. Otro,31/01/2025
433433337085,924,73,Vencida_Agencia,2,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433338487,1293.68,80,Vencida_Agencia,8,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433334490,531.59,97,Vencida_Agencia,12,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,5. Otro,31/01/2025
433433334554,2843.05,70,Vencida_Agencia,14,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,5. Otro,31/01/2025
433433334637,3898.23,97,Vencida_Agencia,81,Santiago,5. Viernes,3. Tarde,1,1,Intenso,Alto,1. Promesa de pago,31/01/2025
433433334660,13110.86,66,Vencida_Agencia,4,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433334716,4080.91,96,Vencida_Agencia,39,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,5. Otro,31/01/2025
433433334975,3934.48,126,Vencida_Agencia,0,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433334069,5993.09,97,Vencida_Agencia,18,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,5. Otro,31/01/2025
433433335538,1916.44,66,Vencida_Agencia,5,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433335723,2539.53,83,Vencida_Agencia,16,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433338645,4259.96,77,Vencido,4,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433338693,3010.27,77,Vencido,3,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433337311,1006.48,35,Vencido,4,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433339867,2813.55,63,Vencido,7,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433337081,5458.66,56,Vencido,6,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433337085,924,73,Vencida_Agencia,1,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433338397,1478.48,73,Vencida_Agencia,2,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433334490,531.59,97,Vencida_Agencia,48,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,5. Otro,31/01/2025
433433338698,3850.67,66,Vencida_Agencia,6,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433338999,4725.62,63,Vencida_Agencia,2,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433334660,13110.86,66,Vencida_Agencia,6,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433334573,2240.53,11,Retrasado,3,Santiago,5. Viernes,3. Tarde,1,0,Normal,Default,2. Usuario colgo la llamada,31/01/2025
433433334692,3934.48,126,Vencida_Agencia,13,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433338674,2458.22,46,Vencido,12,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433334755,4166.4,126,Vencida_Agencia,12,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,5. Otro,31/01/2025
433433334774,4166.4,111,Vencida_Agencia,12,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,5. Otro,31/01/2025
433433339733,8800.41,60,Vencido,2,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433338083,397.31,7,Reactivo,90,Santiago,5. Viernes,3. Tarde,1,0,Normal,Default,4. Cliente Ya Pago,31/01/2025
433433330651,392.14,4,Reactivo,5,Santiago,5. Viernes,3. Tarde,1,0,Normal,Default,2. Usuario colgo la llamada,31/01/2025
433433330519,449.94,3,Reactivo,93,Santiago,5. Viernes,3. Tarde,1,1,Normal,Default,1. Promesa de pago,31/01/2025
433433334069,5993.09,97,Vencida_Agencia,48,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,5. Otro,31/01/2025
433433335478,4080.91,96,Vencida_Agencia,6,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433335722,2477.8,83,Vencida_Agencia,43,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433338693,3010.27,77,Vencido,3,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433336703,2551.27,87,Vencida_Agencia,6,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433339339,1108.86,70,Vencido,5,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433337085,924,73,Vencida_Agencia,2,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433335488,3403.24,64,Vencido,3,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433333974,2900.6,46,Vencido,,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,31/01/2025
433433338397,1478.48,73,Vencida_Agencia,2,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433338448,5932.04,80,Vencida_Agencia,135,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,5. Otro,31/01/2025
433433338487,1293.68,80,Vencida_Agencia,15,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,2. Usuario colgo la llamada,31/01/2025
433433333178,2106.62,29,Vencido,58,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Default,5. Otro,31/01/2025
433433338698,3850.67,66,Vencida_Agencia,16,Santiago,5. Viernes,3. Tarde,1,0,Intenso,Alto,5. Otro,31/01/2025
433433334573,2240.53,11,Retrasado,3,Santiago,5. Viernes,3. Tarde,1,0,Normal,Default,2. Usuario colgo la llamada,31/01/2025
433433336859,1945.23,3,Reactivo,4,Santiago,5. Viernes,3. Tarde,1,0,Normal,Default,2. Usuario colgo la llamada,31/01/2025
433433330651,392.14,4,Reactivo,48,Santiago,5. Viernes,3. Tarde,1,1,Normal,Default,1. Promesa de pago,31/01/2025
433433336321,1728.32,66,Vencida_Agencia,14,Santiago,3. Miercoles,4. Noche,1,0,Normal,Alto,5. Otro,29/01/2025
433433337085,924,73,Vencida_Agencia,3,Santiago,3. Miercoles,4. Noche,1,0,Normal,Alto,2. Usuario colgo la llamada,29/01/2025
433433338487,1293.68,80,Vencida_Agencia,14,Santiago,3. Miercoles,4. Noche,1,0,Normal,Alto,2. Usuario colgo la llamada,29/01/2025
433433337311,1006.48,35,Vencido,14,Santiago,3. Miercoles,4. Noche,1,0,Intenso,Default,5. Otro,29/01/2025
433433338999,4725.62,63,Vencida_Agencia,2,Santiago,3. Miercoles,4. Noche,1,0,Normal,Alto,2. Usuario colgo la llamada,29/01/2025
433433339776,2637.48,29,Vencido,12,Santiago,3. Miercoles,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433330496,456.72,29,Vencido,6,Santiago,3. Miercoles,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433338061,2028.04,28,Vencido,2,Santiago,3. Miercoles,4. Noche,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433338693,3010.27,77,Vencido,3,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433338674,2458.22,46,Vencido,12,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433338645,4259.96,77,Vencido,,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433338693,3010.27,77,Vencido,3,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433338898,1293.68,56,Vencido,6,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433335488,3403.24,64,Vencido,12,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433339145,1693.25,29,Vencido,13,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433334573,2240.53,11,Retrasado,23,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433338886,887.74,7,Reactivo,77,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433338645,4259.96,77,Vencido,2,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433339339,1108.86,70,Vencido,2,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433339776,2637.48,29,Vencido,13,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433338674,2458.22,46,Vencido,12,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433333178,2106.62,29,Vencido,83,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,5. Otro,29/01/2025
433433338774,2118.47,29,Vencido,5,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433336666,762.42,16,Retrasado,8,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433339985,2381,16,Retrasado,4,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433338674,2458.22,46,Vencido,11,Santiago,3. Miercoles,3. Tarde,1,0,Intenso,Default,2. Usuario colgo la llamada,29/01/2025
433433335284,3060.63,96,Vencida_Agencia,27,Santiago,2. Martes,4. Noche,1,0,Normal,Alto,5. Otro,28/01/2025
433433338061,2028.04,28,Vencido,3,Santiago,2. Martes,4. Noche,1,0,Normal,Default,2. Usuario colgo la llamada,28/01/2025
433433336964,2727.18,70,Vencida_Agencia,12,Santiago,2. Martes,4. Noche,1,0,Normal,Alto,2. Usuario colgo la llamada,28/01/2025
433433339339,1108.86,70,Vencido,4,Santiago,2. Martes,4. Noche,1,0,Normal,Default,2. Usuario colgo la llamada,28/01/2025
433433335488,3403.24,64,Vencido,7,Santiago,2. Martes,4. Noche,1,0,Normal,Default,2. Usuario colgo la llamada,28/01/2025
433433337085,924,73,Vencida_Agencia,3,Santiago,2. Martes,4. Noche,1,0,Normal,Alto,2. Usuario colgo la llamada,28/01/2025
433433338356,3667.55,66,Vencida_Agencia,,Santiago,2. Martes,4. Noche,1,0,Normal,Alto,2. Usuario colgo la llamada,28/01/2025
